inter_id,inter_name,exit_dir8,exit_label,downstream_inter_id,downstream_inter_name,downstream_signalized
011ww6tq5uk00001,A32县道与云翠山路路口,2,东出口,011ww6tqk3k00001,汇泉路与龙池大街路口,1
011ww6tqhrp00001,龙池大街与演旧线路口,2,东出口,011ww6tqk3k00001,汇泉路与龙池大街路口,1
011ww6tqk3k00001,汇泉路与龙池大街路口,0,北出口,011ww6tw3hq00001,洪范池路与A33县道路口,1
011ww6tqk7300001,龙池大街与张南路路口,6,西出口,011ww6tqk3k00001,汇泉路与龙池大街路口,1
011ww6tqq5000001,A33县道与洪范池路路口,4,南出口,011ww6tqk3k00001,汇泉路与龙池大街路口,1
011ww6ttkrv00001,岔口,1,东北出口,011ww6ty00s00001,东马线与220国道路口,1
011ww6ttyf400001,王旧线与王旧线路口,1,东北出口,011ww6ttzmq00001,王旧线与无名道路路口,1
011ww6ttzmq00001,王旧线与无名道路路口,0,北出口,011ww6ty42300001,无名道路与少岱路路口,1
011ww6ttzpb00001,无名道路与无名道路路口,7,西北出口,011ww6ttzmq00001,王旧线与无名道路路口,1
011ww6tvbjz00001,无名道路与少岱路路口,2,东出口,011ww6ty00s00001,东马线与220国道路口,1
011ww6tvbwk00001,望岱街与少岱路路口,2,东出口,011ww6ty08c00001,望岱街与阿胶路路口,1
011ww6tvcr000001,A34县道与少岱路路口,2,东出口,011ww6ty11q00001,154县道与220国道路口,1
011ww6tvf6s00001,无名道路与无名道路路口,4,南出口,011ww6ttzmq00001,王旧线与无名道路路口,1
011ww6tvfk800001,无名道路与无名道路路口,2,东出口,011ww6ty42300001,无名道路与少岱路路口,1
011ww6tw72f00001,洪范池路与洪范池路路口,4,南出口,011ww6tw3hq00001,洪范池路与A33县道路口,1
011ww6twb9f00001,大寨山路与杨大路路口,6,西出口,011ww6tw3hq00001,洪范池路与A33县道路口,1
011ww6twnkk00001,无名道路与谷城路路口,0,北出口,011ww6ty0j200001,岱南街与谷城路路口,1
011ww6twpzm00001,岱南街与和平路路口,6,西出口,011ww6ty0j200001,岱南街与谷城路路口,1
011ww6ty00s00001,东马线与220国道路口,0,北出口,011ww6ty08c00001,望岱街与阿胶路路口,1
011ww6ty00s00001,东马线与220国道路口,2,东出口,011ww6ty0j200001,岱南街与谷城路路口,1
011ww6ty05600001,岱南街与市场路路口,6,西出口,011ww6ty00s00001,东马线与220国道路口,1
011ww6ty08c00001,望岱街与阿胶路路口,0,北出口,011ww6ty11q00001,154县道与220国道路口,1
011ww6ty08c00001,望岱街与阿胶路路口,2,东出口,011ww6ty0mk00001,望岱街与谷城路路口,1
011ww6ty08c00001,望岱街与阿胶路路口,4,南出口,011ww6ty00s00001,东马线与220国道路口,1
011ww6ty0d000001,岔口,6,西出口,011ww6ty08c00001,望岱街与阿胶路路口,1
011ww6ty0j200001,岱南街与谷城路路口,0,北出口,011ww6ty0mk00001,望岱街与谷城路路口,1
011ww6ty0mk00001,望岱街与谷城路路口,4,南出口,011ww6ty0j200001,岱南街与谷城路路口,1
011ww6ty0rd00001,无名道路与乔孟路路口,6,西出口,011ww6ty0mk00001,望岱街与谷城路路口,1
011ww6ty0tt00001,岔口,4,南出口,011ww6ty0mk00001,望岱街与谷城路路口,1
011ww6ty0v800001,文化街与文化街路口,0,北出口,011ww6ty1ju00001,谷城路与154县道路口,1
011ww6ty11q00001,154县道与220国道路口,1,东北出口,011ww6ty4w900001,谷城路与220国道路口,1
011ww6ty11q00001,154县道与220国道路口,4,南出口,011ww6ty08c00001,望岱街与阿胶路路口,1
011ww6ty14t00001,岱北街与无名道路路口,6,西出口,011ww6ty11q00001,154县道与220国道路口,1
011ww6ty15v00001,154县道与市场路路口,2,东出口,011ww6ty1ju00001,谷城路与154县道路口,1
011ww6ty1ph00001,岱北街与无名道路路口,6,西出口,011ww6ty1ju00001,谷城路与154县道路口,1
011ww6ty1w000001,岔口,4,南出口,011ww6ty1ju00001,谷城路与154县道路口,1
011ww6ty1y700001,无名道路与谷城路路口,0,北出口,011ww6ty4w900001,谷城路与220国道路口,1
011ww6ty2xp00001,无名道路与无名道路路口,0,北出口,011ww6tye0900001,220国道与无名道路路口,1
011ww6ty42300001,无名道路与少岱路路口,4,南出口,011ww6ttzmq00001,王旧线与无名道路路口,1
011ww6ty42q00001,少岱路与王旧线路口,4,南出口,011ww6ty42300001,无名道路与少岱路路口,1
011ww6ty44300001,无名道路与220国道路口,4,南出口,011ww6ty11q00001,154县道与220国道路口,1
011ww6ty4kj00001,220国道与220国道路口,6,西出口,011ww6ty42300001,无名道路与少岱路路口,1
011ww6ty4w900001,谷城路与220国道路口,2,东出口,011ww6tye0900001,220国道与无名道路路口,1
011ww6tye0900001,220国道与无名道路路口,1,东北出口,011ww6wpd2q00001,220国道与G22青兰高速出口路口,1
011ww6tye0900001,220国道与无名道路路口,6,西出口,011ww6ty4w900001,谷城路与220国道路口,1
011ww6tyueg00001,无名道路与220国道路口,5,西南出口,011ww6tye0900001,220国道与无名道路路口,1
011ww6v3gfm00001,平阴南立交与无名道路路口,2,东出口,011ww6v65bf00001,汇通大街与105国道路口,1
011ww6v3ye300001,无名道路与赵孝路路口,2,东出口,011ww6v3yx800001,汇民街与105国道路口,1
011ww6v3yp300001,汇东大街与105国道路口,0,北出口,011ww6v3yx800001,汇民街与105国道路口,1
011ww6v3yx800001,汇民街与105国道路口,0,北出口,011ww6v3zpf00001,105国道与105国道路口,1
011ww6v3yx800001,汇民街与105国道路口,4,南出口,011ww6v65bf00001,汇通大街与105国道路口,1
011ww6v3zpf00001,105国道与105国道路口,0,北出口,011ww6vdneb00001,范王路与105国道路口,1
011ww6v3zpf00001,105国道与105国道路口,4,南出口,011ww6v3yx800001,汇民街与105国道路口,1
011ww6v651y00001,张贾路与105国道路口,7,西北出口,011ww6v65bf00001,汇通大街与105国道路口,1
011ww6v65g300001,汇通大街与振兴路路口,6,西出口,011ww6v65bf00001,汇通大街与105国道路口,1
011ww6v6nkt00001,汇民街与振兴路路口,6,西出口,011ww6v3yx800001,汇民街与105国道路口,1
011ww6vdneb00001,范王路与105国道路口,0,北出口,011ww6vf0y000001,丰源街与105国道路口,1
011ww6vdneb00001,范王路与105国道路口,4,南出口,011ww6v3zpf00001,105国道与105国道路口,1
011ww6vdnkp00001,范王路与范王路路口,7,西北出口,011ww6vdneb00001,范王路与105国道路口,1
011ww6vdnrj00001,范王路与无名道路路口,6,西出口,011ww6vdneb00001,范王路与105国道路口,1
011ww6vf0y000001,丰源街与105国道路口,0,北出口,011ww6vf1wx00001,澳海街与105国道路口,1
011ww6vf0y000001,丰源街与105国道路口,4,南出口,011ww6vdneb00001,范王路与105国道路口,1
011ww6vf0yr00001,无名道路与105国道路口,4,南出口,011ww6vf0y000001,丰源街与105国道路口,1
011ww6vf1sz00001,澳海街与澳海街路口,2,东出口,011ww6vf1wx00001,澳海街与105国道路口,1
011ww6vf1wx00001,澳海街与105国道路口,0,北出口,011ww6vf4yx00001,海川街与105国道路口,1
011ww6vf2eh00001,丰源街与华阳路路口,6,西出口,011ww6vf0y000001,丰源街与105国道路口,1
011ww6vf3en00001,华阳路与华阳路路口,2,东出口,011ww6vf3ew00001,澳海街与龙山路路口,1
011ww6vf3en00001,华阳路与华阳路路口,6,西出口,011ww6vf1wx00001,澳海街与105国道路口,1
011ww6vf3ew00001,澳海街与龙山路路口,0,北出口,011ww6vf75800001,海川街与龙山路路口,1
011ww6vf3ty00001,澳海街与万瑞路路口,6,西出口,011ww6vf3ew00001,澳海街与龙山路路口,1
011ww6vf4yx00001,海川街与105国道路口,4,南出口,011ww6vf1wx00001,澳海街与105国道路口,1
011ww6vf4zx00001,无名道路与无名道路路口,2,东出口,011ww6vf75800001,海川街与龙山路路口,1
011ww6vf4zx00001,无名道路与无名道路路口,6,西出口,011ww6vf4yx00001,海川街与105国道路口,1
011ww6vf5wd00001,昌盛街与105国道路口,4,南出口,011ww6vf4yx00001,海川街与105国道路口,1
011ww6vf6ee00001,无名道路与龙山路路口,4,南出口,011ww6vf3ew00001,澳海街与龙山路路口,1
011ww6vf7e800001,昌盛街与龙山路路口,4,南出口,011ww6vf75800001,海川街与龙山路路口,1
011ww6vf7j800001,海川街与无名道路路口,6,西出口,011ww6vf75800001,海川街与龙山路路口,1
011ww6vfpzh00001,105国道与105国道路口,0,北出口,011ww6y40pr00001,无名道路与105国道路口,1
011ww6wp9en00001,平阴玫瑰立交与平阴玫瑰立交路口,7,西北出口,011ww6wpd2q00001,220国道与G22青兰高速出口路口,1
011ww6wpd2q00001,220国道与G22青兰高速出口路口,1,东北出口,011ww6y0h8100001,220国道与220国道路口,1
011ww6wpek900001,220国道与无名道路路口,5,西南出口,011ww6wpd2q00001,220国道与G22青兰高速出口路口,1
011ww6wrmnh00001,建邦聊泰黄河公铁大桥与建邦聊泰黄河公铁大桥路口,2,东出口,011ww6wrsgs00001,无名道路与刁东线路口,1
011ww6wrsgs00001,无名道路与刁东线路口,2,东出口,011ww6wrszq00001,龙王线与龙王线路口,1
011ww6wrskx00001,龙王线与刁东线路口,1,东北出口,011ww6wrszq00001,龙王线与龙王线路口,1
011ww6wrss600001,刁东线与刁东线路口,7,西北出口,011ww6wrsgs00001,无名道路与刁东线路口,1
011ww6wrszq00001,龙王线与龙王线路口,2,东出口,011ww6wrubq00001,无名道路与无名道路路口,1
011ww6wrszq00001,龙王线与龙王线路口,6,西出口,011ww6wrsgs00001,无名道路与刁东线路口,1
011ww6wrtfh00001,张站路与张站路路口,4,南出口,011ww6wrsgs00001,无名道路与刁东线路口,1
011ww6wrubq00001,无名道路与无名道路路口,2,东出口,011ww6y2np800001,341国道与341国道路口,1
011ww6wrubq00001,无名道路与无名道路路口,6,西出口,011ww6wrszq00001,龙王线与龙王线路口,1
011ww6wrvce00001,张站路与龙王线路口,5,西南出口,011ww6wrszq00001,龙王线与龙王线路口,1
011ww6wrvqb00001,无名道路与无名道路路口,6,西出口,011ww6wrubq00001,无名道路与无名道路路口,1
011ww6wrzuu00001,105国道与105国道路口,3,东南出口,011ww6y2np800001,341国道与341国道路口,1
011ww6y07dz00001,无名道路与翠屏山路路口,0,北出口,011ww6y0kgv00001,玫瑰街与翠屏山路路口,1
011ww6y0h8100001,220国道与220国道路口,1,东北出口,011ww6y0nwv00001,151县道与220国道路口,1
011ww6y0h8200001,玫瑰街与玫瑰街路口,2,东出口,011ww6y0kgv00001,玫瑰街与翠屏山路路口,1
011ww6y0h8200001,玫瑰街与玫瑰街路口,7,西北出口,011ww6y0h8100001,220国道与220国道路口,1
011ww6y0jud00001,无名道路与220国道路口,5,西南出口,011ww6y0h8100001,220国道与220国道路口,1
011ww6y0nes00001,龙王线与无名道路路口,2,东出口,011ww6y0nwv00001,151县道与220国道路口,1
011ww6y0nwv00001,151县道与220国道路口,1,东北出口,011ww6y28gq00001,翠屏山路与220国道路口,1
011ww6y0qtf00001,玫德街与翠屏山路路口,1,东北出口,011ww6y28gq00001,翠屏山路与220国道路口,1
011ww6y0qtf00001,玫德街与翠屏山路路口,4,南出口,011ww6y0kgv00001,玫瑰街与翠屏山路路口,1
011ww6y0sc000001,岔口,6,西出口,011ww6y0kgv00001,玫瑰街与翠屏山路路口,1
011ww6y1jpx00001,无名道路与无名道路路口,0,北出口,011ww6y1r7p00001,无名道路与无名道路路口,1
011ww6y1r7p00001,无名道路与无名道路路口,1,东北出口,011ww6y32hf00001,南苑街与玫瑰路路口,1
011ww6y1r7p00001,无名道路与无名道路路口,2,东出口,011ww6y1x6j00001,无名道路与西高线路口,1
011ww6y1rqv00001,岔口,6,西出口,011ww6y1r7p00001,无名道路与无名道路路口,1
011ww6y1u3000001,无名道路与无名道路路口,0,北出口,011ww6y1vf700001,毕胡线与105国道路口,1
011ww6y1ucs00001,胡三路与毕胡线路口,7,西北出口,011ww6y1xjb00001,胡三路与105国道路口,1
011ww6y1vf700001,毕胡线与105国道路口,3,东南出口,011ww6y43ex00001,341国道与341国道路口,1
011ww6y1vj300001,无名道路与105国道路口,7,西北出口,011ww6y1vf700001,毕胡线与105国道路口,1
011ww6y1wdd00001,无名道路与西高线路口,0,北出口,011ww6y1x6j00001,无名道路与西高线路口,1
011ww6y1wxd00001,岔口,7,西北出口,011ww6y1wyd00001,青龙路与105国道路口,1
011ww6y1wyd00001,青龙路与105国道路口,0,北出口,011ww6y3dj200001,青龙路与黄石街路口,1
011ww6y1wyd00001,青龙路与105国道路口,3,东南出口,011ww6y1vf700001,毕胡线与105国道路口,1
011ww6y1wyd00001,青龙路与105国道路口,7,西北出口,011ww6y1xjb00001,胡三路与105国道路口,1
011ww6y1xcc00001,105国道与西高线路口,4,南出口,011ww6y1x6j00001,无名道路与西高线路口,1
011ww6y1xcc00001,105国道与西高线路口,7,西北出口,011ww6y32t400001,玫瑰路与105国道路口,1
011ww6y1xjb00001,胡三路与105国道路口,3,东南出口,011ww6y1wyd00001,青龙路与105国道路口,1
011ww6y22nw00001,岔口,5,西南出口,011ww6y0nwv00001,151县道与220国道路口,1
011ww6y28gq00001,翠屏山路与220国道路口,1,东北出口,011ww6y2cbk00001,220国道与220国道路口,1
011ww6y2cbk00001,220国道与220国道路口,0,北出口,011ww6y2vgc00001,东顺线与220国道路口,1
011ww6y2cbk00001,220国道与220国道路口,2,东出口,011ww6y2fx700001,振兴街与105国道路口,1
011ww6y2cbk00001,220国道与220国道路口,5,西南出口,011ww6y28gq00001,翠屏山路与220国道路口,1
011ww6y2exr00001,105国道与无名道路路口,7,西北出口,011ww6y2np800001,341国道与341国道路口,1
011ww6y2f3600001,岔口,5,西南出口,011ww6y2cbk00001,220国道与220国道路口,1
011ww6y2fx700001,振兴街与105国道路口,3,东南出口,011ww6y331t00001,玫德街与105国道路口,1
011ww6y2fx700001,振兴街与105国道路口,6,西出口,011ww6y2cbk00001,220国道与220国道路口,1
011ww6y2g8600001,105国道与105国道路口,3,东南出口,011ww6y2fx700001,振兴街与105国道路口,1
011ww6y2vgc00001,东顺线与220国道路口,1,东北出口,011ww6y3pzu00001,东关街与220国道路口,1
011ww6y2vgc00001,东顺线与220国道路口,2,东出口,011ww6y3jwg00001,前中路与翠屏街路口,1
011ww6y2vgd00001,东顺线与东顺线路口,2,东出口,011ww6y2vgc00001,东顺线与220国道路口,1
011ww6y2vtw00001,岔口,6,西出口,011ww6y2vgc00001,东顺线与220国道路口,1
011ww6y2ys000002,岔口,4,南出口,011ww6y2vgc00001,东顺线与220国道路口,1
011ww6y2zqs00001,岔口,5,西南出口,011ww6y2vgc00001,东顺线与220国道路口,1
011ww6y30rj00001,玫德街与汇源路路口,1,东北出口,011ww6y331t00001,玫德街与105国道路口,1
011ww6y30rj00001,玫德街与汇源路路口,2,东出口,011ww6y32hf00001,南苑街与玫瑰路路口,1
011ww6y32hf00001,南苑街与玫瑰路路口,0,北出口,011ww6y32t400001,玫瑰路与105国道路口,1
011ww6y32hf00001,南苑街与玫瑰路路口,5,西南出口,011ww6y1r7p00001,无名道路与无名道路路口,1
011ww6y32t400001,玫瑰路与105国道路口,3,东南出口,011ww6y1xjb00001,胡三路与105国道路口,1
011ww6y32t400001,玫瑰路与105国道路口,4,南出口,011ww6y32hf00001,南苑街与玫瑰路路口,1
011ww6y32t400001,玫瑰路与105国道路口,7,西北出口,011ww6y331t00001,玫德街与105国道路口,1
011ww6y32v200001,岔口,4,南出口,011ww6y32t400001,玫瑰路与105国道路口,1
011ww6y331t00001,玫德街与105国道路口,3,东南出口,011ww6y32t400001,玫瑰路与105国道路口,1
011ww6y33tu00002,玫瑰路与玫瑰路路口,0,北出口,011ww6y36nr00001,玫瑰路与黄石街路口,1
011ww6y344m00001,岔口,7,西北出口,011ww6y2fx700001,振兴街与105国道路口,1
011ww6y348e00001,无名道路与无名道路路口,6,西出口,011ww6y2fx700001,振兴街与105国道路口,1
011ww6y34e100001,黄石街与振兴街路口,2,东出口,011ww6y34rm00001,振兴街与玫苑路路口,1
011ww6y34rm00001,振兴街与玫苑路路口,0,北出口,011ww6y372200001,云翠街与玫苑路路口,1
011ww6y34rm00001,振兴街与玫苑路路口,2,东出口,011ww6y36qk00001,振兴街与玫瑰路路口,1
011ww6y34xe00001,岔口,4,南出口,011ww6y34rm00001,振兴街与玫苑路路口,1
011ww6y35tz00001,无名道路与无名道路路口,3,东南出口,011ww6y372200001,云翠街与玫苑路路口,1
011ww6y366d00001,振兴街与无名道路路口,6,西出口,011ww6y34rm00001,振兴街与玫苑路路口,1
011ww6y36k100001,振兴街与黄石街路口,2,东出口,011ww6y36nr00001,玫瑰路与黄石街路口,1
011ww6y36nr00001,玫瑰路与黄石街路口,0,北出口,011ww6y36qk00001,振兴街与玫瑰路路口,1
011ww6y36nr00001,玫瑰路与黄石街路口,2,东出口,011ww6y3dj200001,青龙路与黄石街路口,1
011ww6y36qk00001,振兴街与玫瑰路路口,0,北出口,011ww6y37nd00001,云翠街与玫瑰路路口,1
011ww6y36qk00001,振兴街与玫瑰路路口,1,东北出口,011ww6y3dgq00001,云翠街与振兴街路口,1
011ww6y36qk00001,振兴街与玫瑰路路口,4,南出口,011ww6y36nr00001,玫瑰路与黄石街路口,1
011ww6y36yt00001,岔口,4,南出口,011ww6y36qk00001,振兴街与玫瑰路路口,1
011ww6y372200001,云翠街与玫苑路路口,0,北出口,011ww6y37cp00001,文化街与玫苑路路口,1
011ww6y372200001,云翠街与玫苑路路口,2,东出口,011ww6y37nd00001,云翠街与玫瑰路路口,1
011ww6y372m00001,玫苑路与玫苑路路口,4,南出口,011ww6y372200001,云翠街与玫苑路路口,1
011ww6y374q00001,岔口,6,西出口,011ww6y372200001,云翠街与玫苑路路口,1
011ww6y37cp00001,文化街与玫苑路路口,2,东出口,011ww6y3kr600001,湖溪街与玫瑰路路口,1
011ww6y37cw00001,岔口,6,西出口,011ww6y37cp00001,文化街与玫苑路路口,1
011ww6y37gu00001,汇源路与汇源路路口,2,东出口,011ww6y37z000001,文化街与玫瑰路路口,1
011ww6y37nd00001,云翠街与玫瑰路路口,0,北出口,011ww6y37z000001,文化街与玫瑰路路口,1
011ww6y37z000001,文化街与玫瑰路路口,0,北出口,011ww6y3kr600001,湖溪街与玫瑰路路口,1
011ww6y37z000001,文化街与玫瑰路路口,2,东出口,011ww6y3ewb00001,文化街与青龙路路口,1
011ww6y37z000001,文化街与玫瑰路路口,4,南出口,011ww6y37nd00001,云翠街与玫瑰路路口,1
011ww6y3d1u00001,黄石街与花园路路口,6,西出口,011ww6y36nr00001,玫瑰路与黄石街路口,1
011ww6y3df100001,振兴街与花园路路口,5,西南出口,011ww6y36qk00001,振兴街与玫瑰路路口,1
011ww6y3dfr00001,云翠街与花园路路口,2,东出口,011ww6y3dgq00001,云翠街与振兴街路口,1
011ww6y3dgq00001,云翠街与振兴街路口,1,东北出口,011ww6y3eq900001,振兴街与青龙路路口,1
011ww6y3dgq00001,云翠街与振兴街路口,2,东出口,011ww6y3dy500001,云翠街与青龙路路口,1
011ww6y3dj200001,青龙路与黄石街路口,0,北出口,011ww6y3dy500001,云翠街与青龙路路口,1
011ww6y3dj200001,青龙路与黄石街路口,4,南出口,011ww6y1wyd00001,青龙路与105国道路口,1
011ww6y3dj600001,岔口,5,西南出口,011ww6y3dj200001,青龙路与黄石街路口,1
011ww6y3dut00001,岔口,6,西出口,011ww6y3dgq00001,云翠街与振兴街路口,1
011ww6y3dy500001,云翠街与青龙路路口,0,北出口,011ww6y3eq900001,振兴街与青龙路路口,1
011ww6y3dy500001,云翠街与青龙路路口,2,东出口,011ww6y3fc000001,云翠街与南门路路口,1
011ww6y3e1200001,无名道路与无名道路路口,6,西出口,011ww6y37nd00001,云翠街与玫瑰路路口,1
011ww6y3e9n00001,文化街与文化街路口,6,西出口,011ww6y37z000001,文化街与玫瑰路路口,1
011ww6y3ehg00001,振兴街与无名道路路口,5,西南出口,011ww6y3dgq00001,云翠街与振兴街路口,1
011ww6y3eq900001,振兴街与青龙路路口,0,北出口,011ww6y3ewb00001,文化街与青龙路路口,1
011ww6y3eq900001,振兴街与青龙路路口,2,东出口,011ww6y3g3q00001,南门路与振兴街路口,1
011ww6y3eq900001,振兴街与青龙路路口,4,南出口,011ww6y3dy500001,云翠街与青龙路路口,1
011ww6y3ewb00001,文化街与青龙路路口,0,北出口,011ww6y3spx00001,青龙路与龙山街路口,1
011ww6y3ewb00001,文化街与青龙路路口,4,南出口,011ww6y3eq900001,振兴街与青龙路路口,1
011ww6y3eyn00001,无名道路与无名道路路口,6,西出口,011ww6y3kr600001,湖溪街与玫瑰路路口,1
011ww6y3f2t00001,无名道路与南门路路口,0,北出口,011ww6y3fc000001,云翠街与南门路路口,1
011ww6y3fc000001,云翠街与南门路路口,0,北出口,011ww6y3g3q00001,南门路与振兴街路口,1
011ww6y3fc000001,云翠街与南门路路口,2,东出口,011ww6y3ftv00001,云翠街与黄河路路口,1
011ww6y3fc000001,云翠街与南门路路口,6,西出口,011ww6y3dy500001,云翠街与青龙路路口,1
011ww6y3fj900001,锦川街与无名道路路口,2,东出口,011ww6y61tv00001,锦川街与无名道路路口,1
011ww6y3fmz00001,无名道路与无名道路路口,0,北出口,011ww6y3ftv00001,云翠街与黄河路路口,1
011ww6y3fsq00001,云翠街与云翠街路口,6,西出口,011ww6y3fc000001,云翠街与南门路路口,1
011ww6y3ftv00001,云翠街与黄河路路口,0,北出口,011ww6y3gq700001,振兴街与黄河路路口,1
011ww6y3ftv00001,云翠街与黄河路路口,2,东出口,011ww6y64dh00001,云翠街与榆山路路口,1
011ww6y3fxh00001,云翠街与润东路路口,6,西出口,011ww6y3ftv00001,云翠街与黄河路路口,1
011ww6y3g2w00001,文化街与文化街路口,6,西出口,011ww6y3eq900001,振兴街与青龙路路口,1
011ww6y3g3q00001,南门路与振兴街路口,0,北出口,011ww6y3u4j00001,南门路与龙山街路口,1
011ww6y3g3q00001,南门路与振兴街路口,2,东出口,011ww6y3gq700001,振兴街与黄河路路口,1
011ww6y3g3q00001,南门路与振兴街路口,4,南出口,011ww6y3fc000001,云翠街与南门路路口,1
011ww6y3g7m00001,岔口,6,西出口,011ww6y3g3q00001,南门路与振兴街路口,1
011ww6y3gcf00001,无名道路与南门路路口,4,南出口,011ww6y3g3q00001,南门路与振兴街路口,1
011ww6y3gg300001,无名道路与无名道路路口,2,东出口,011ww6y3ggb00001,湖溪街与湖溪街路口,1
011ww6y3gq700001,振兴街与黄河路路口,0,北出口,011ww6y3und00001,黄河路与龙山街路口,1
011ww6y3gq700001,振兴街与黄河路路口,2,东出口,011ww6y653c00001,振兴街与榆山路路口,1
011ww6y3gq700001,振兴街与黄河路路口,4,南出口,011ww6y3ftv00001,云翠街与黄河路路口,1
011ww6y3gre00001,润东路与润东路路口,6,西出口,011ww6y3gq700001,振兴街与黄河路路口,1
011ww6y3gwk00001,岔口,4,南出口,011ww6y3gq700001,振兴街与黄河路路口,1
011ww6y3gwq00001,湖溪街与湖溪街路口,6,西出口,011ww6y3ggb00001,湖溪街与湖溪街路口,1
011ww6y3jny00001,无名道路与无名道路路口,0,北出口,011ww6y3jwg00001,前中路与翠屏街路口,1
011ww6y3jwg00001,前中路与翠屏街路口,2,东出口,011ww6y3mr900001,玫瑰路与翠屏街路口,1
011ww6y3k6z00001,岔口,5,西南出口,011ww6y37cp00001,文化街与玫苑路路口,1
011ww6y3kkq00001,岔口,5,西南出口,011ww6y37cp00001,文化街与玫苑路路口,1
011ww6y3kr600001,湖溪街与玫瑰路路口,0,北出口,011ww6y3mr900001,玫瑰路与翠屏街路口,1
011ww6y3kr600001,湖溪街与玫瑰路路口,4,南出口,011ww6y37z000001,文化街与玫瑰路路口,1
011ww6y3kx300001,岔口,4,南出口,011ww6y3kr600001,湖溪街与玫瑰路路口,1
011ww6y3m8d00001,岔口,6,西出口,011ww6y3jwg00001,前中路与翠屏街路口,1
011ww6y3mr900001,玫瑰路与翠屏街路口,2,东出口,011ww6y3v0x00001,翠屏街与青龙路路口,1
011ww6y3nx300001,湖山街与前中路路口,0,北出口,011ww6y3pzu00001,东关街与220国道路口,1
011ww6y3nx300001,湖山街与前中路路口,4,南出口,011ww6y3jwg00001,前中路与翠屏街路口,1
011ww6y3rfb00001,东关街与无名道路路口,6,西出口,011ww6y3pzu00001,东关街与220国道路口,1
011ww6y3spx00001,青龙路与龙山街路口,0,北出口,011ww6y3v0x00001,翠屏街与青龙路路口,1
011ww6y3spx00001,青龙路与龙山街路口,2,东出口,011ww6y3u4j00001,南门路与龙山街路口,1
011ww6y3spx00001,青龙路与龙山街路口,4,南出口,011ww6y3ewb00001,文化街与青龙路路口,1
011ww6y3t3900001,岔口,6,西出口,011ww6y3mr900001,玫瑰路与翠屏街路口,1
011ww6y3tww00001,无名道路与无名道路路口,2,东出口,011ww6y3v8v00001,财源街与青龙路路口,1
011ww6y3u4j00001,南门路与龙山街路口,0,北出口,011ww6y3v5n00001,南门路与翠屏街路口,1
011ww6y3u4j00001,南门路与龙山街路口,2,东出口,011ww6y3uh500001,龙山街与龙山街路口,1
011ww6y3u4j00001,南门路与龙山街路口,6,西出口,011ww6y3spx00001,青龙路与龙山街路口,1
011ww6y3uh500001,龙山街与龙山街路口,2,东出口,011ww6y3und00001,黄河路与龙山街路口,1
011ww6y3uh500001,龙山街与龙山街路口,6,西出口,011ww6y3u4j00001,南门路与龙山街路口,1
011ww6y3und00001,黄河路与龙山街路口,0,北出口,011ww6y3vnu00001,翠屏街与黄河路路口,1
011ww6y3und00001,黄河路与龙山街路口,2,东出口,011ww6y6h1c00001,榆山路与龙山街路口,1
011ww6y3und00001,黄河路与龙山街路口,6,西出口,011ww6y3uh500001,龙山街与龙山街路口,1
011ww6y3v0x00001,翠屏街与青龙路路口,0,北出口,011ww6y3v8v00001,财源街与青龙路路口,1
011ww6y3v0x00001,翠屏街与青龙路路口,2,东出口,011ww6y3v5n00001,南门路与翠屏街路口,1
011ww6y3v0x00001,翠屏街与青龙路路口,4,南出口,011ww6y3spx00001,青龙路与龙山街路口,1
011ww6y3v4q00001,岔口,6,西出口,011ww6y3v0x00001,翠屏街与青龙路路口,1
011ww6y3v5n00001,南门路与翠屏街路口,0,北出口,011ww6y3y7s00001,南门路与府前街路口,1
011ww6y3v5n00001,南门路与翠屏街路口,2,东出口,011ww6y3vnu00001,翠屏街与黄河路路口,1
011ww6y3v5n00001,南门路与翠屏街路口,4,南出口,011ww6y3u4j00001,南门路与龙山街路口,1
011ww6y3v5w00001,岔口,6,西出口,011ww6y3v5n00001,南门路与翠屏街路口,1
011ww6y3v8v00001,财源街与青龙路路口,0,北出口,011ww6y3y3q00001,府前街与青龙路路口,1
011ww6y3v8v00001,财源街与青龙路路口,4,南出口,011ww6y3v0x00001,翠屏街与青龙路路口,1
011ww6y3veh00001,财源街与南门路路口,2,东出口,011ww6y3vwu00001,财源街与黄河路路口,1
011ww6y3veh00001,财源街与南门路路口,4,南出口,011ww6y3v5n00001,南门路与翠屏街路口,1
011ww6y3veh00001,财源街与南门路路口,6,西出口,011ww6y3v8v00001,财源街与青龙路路口,1
011ww6y3vnu00001,翠屏街与黄河路路口,2,东出口,011ww6y6j1s00001,榆山路与翠屏街路口,1
011ww6y3vnu00001,翠屏街与黄河路路口,4,南出口,011ww6y3und00001,黄河路与龙山街路口,1
011ww6y3vwb00001,岔口,0,北出口,011ww6y3vwu00001,财源街与黄河路路口,1
011ww6y3vwu00001,财源街与黄河路路口,0,北出口,011ww6y3yr000001,府前街与黄河路路口,1
011ww6y3vwu00001,财源街与黄河路路口,4,南出口,011ww6y3vnu00001,翠屏街与黄河路路口,1
011ww6y3wx200001,无名道路与无名道路路口,2,东出口,011ww6y3y3q00001,府前街与青龙路路口,1
011ww6y3xpc00001,东关街与无名道路路口,2,东出口,011ww6y3z1200001,东关街与青龙路路口,1
